cases,region,date
4,REGION III-CENTRAL LUZON,2018-12-30
0,REGION III-CENTRAL LUZON,2018-01-07
7,REGION III-CENTRAL LUZON,2018-01-14
6,REGION III-CENTRAL LUZON,2018-01-21
12,REGION III-CENTRAL LUZON,2018-01-28
7,REGION III-CENTRAL LUZON,2018-02-04
0,REGION III-CENTRAL LUZON,2018-02-11
7,REGION III-CENTRAL LUZON,2018-02-18
8,REGION III-CENTRAL LUZON,2018-02-25
6,REGION III-CENTRAL LUZON,2018-03-04
12,REGION III-CENTRAL LUZON,2018-03-11
6,REGION III-CENTRAL LUZON,2018-03-18
7,REGION III-CENTRAL LUZON,2018-03-25
1,REGION III-CENTRAL LUZON,2018-04-01
7,REGION III-CENTRAL LUZON,2018-04-08
6,REGION III-CENTRAL LUZON,2018-04-15
6,REGION III-CENTRAL LUZON,2018-04-22
6,REGION III-CENTRAL LUZON,2018-04-29
7,REGION III-CENTRAL LUZON,2018-05-06
7,REGION III-CENTRAL LUZON,2018-05-13
8,REGION III-CENTRAL LUZON,2018-05-20
7,REGION III-CENTRAL LUZON,2018-05-27
14,REGION III-CENTRAL LUZON,2018-06-03
29,REGION III-CENTRAL LUZON,2018-06-10
8,REGION III-CENTRAL LUZON,2018-06-17
18,REGION III-CENTRAL LUZON,2018-06-24
27,REGION III-CENTRAL LUZON,2018-07-01
35,REGION III-CENTRAL LUZON,2018-07-08
33,REGION III-CENTRAL LUZON,2018-07-15
51,REGION III-CENTRAL LUZON,2018-07-22
49,REGION III-CENTRAL LUZON,2018-07-29
20,REGION III-CENTRAL LUZON,2018-08-05
27,REGION III-CENTRAL LUZON,2018-08-12
45,REGION III-CENTRAL LUZON,2018-08-19
39,REGION III-CENTRAL LUZON,2018-08-26
51,REGION III-CENTRAL LUZON,2018-09-02
27,REGION III-CENTRAL LUZON,2018-09-09
22,REGION III-CENTRAL LUZON,2018-09-16
20,REGION III-CENTRAL LUZON,2018-09-23
21,REGION III-CENTRAL LUZON,2018-09-30
31,REGION III-CENTRAL LUZON,2018-10-07
31,REGION III-CENTRAL LUZON,2018-10-14
9,REGION III-CENTRAL LUZON,2018-10-21
15,REGION III-CENTRAL LUZON,2018-10-28
27,REGION III-CENTRAL LUZON,2018-11-04
25,REGION III-CENTRAL LUZON,2018-11-11
23,REGION III-CENTRAL LUZON,2018-11-18
28,REGION III-CENTRAL LUZON,2018-11-25
11,REGION III-CENTRAL LUZON,2018-12-02
22,REGION III-CENTRAL LUZON,2018-12-09
13,REGION III-CENTRAL LUZON,2018-12-16
19,REGION III-CENTRAL LUZON,2018-12-23
1,REGION III-CENTRAL LUZON,2018-12-30
60,REGION III-CENTRAL LUZON,2018-01-07
68,REGION III-CENTRAL LUZON,2018-01-14
77,REGION III-CENTRAL LUZON,2018-01-21
57,REGION III-CENTRAL LUZON,2018-01-28
61,REGION III-CENTRAL LUZON,2018-02-04
34,REGION III-CENTRAL LUZON,2018-02-11
30,REGION III-CENTRAL LUZON,2018-02-18
40,REGION III-CENTRAL LUZON,2018-02-25
26,REGION III-CENTRAL LUZON,2018-03-04
16,REGION III-CENTRAL LUZON,2018-03-11
26,REGION III-CENTRAL LUZON,2018-03-18
12,REGION III-CENTRAL LUZON,2018-03-25
10,REGION III-CENTRAL LUZON,2018-04-01
14,REGION III-CENTRAL LUZON,2018-04-08
5,REGION III-CENTRAL LUZON,2018-04-15
9,REGION III-CENTRAL LUZON,2018-04-22
8,REGION III-CENTRAL LUZON,2018-04-29
14,REGION III-CENTRAL LUZON,2018-05-06
22,REGION III-CENTRAL LUZON,2018-05-13
35,REGION III-CENTRAL LUZON,2018-05-20
42,REGION III-CENTRAL LUZON,2018-05-27
24,REGION III-CENTRAL LUZON,2018-06-03
34,REGION III-CENTRAL LUZON,2018-06-10
29,REGION III-CENTRAL LUZON,2018-06-17
60,REGION III-CENTRAL LUZON,2018-06-24
68,REGION III-CENTRAL LUZON,2018-07-01
64,REGION III-CENTRAL LUZON,2018-07-08
73,REGION III-CENTRAL LUZON,2018-07-15
60,REGION III-CENTRAL LUZON,2018-07-22
60,REGION III-CENTRAL LUZON,2018-07-29
80,REGION III-CENTRAL LUZON,2018-08-05
91,REGION III-CENTRAL LUZON,2018-08-12
83,REGION III-CENTRAL LUZON,2018-08-19
71,REGION III-CENTRAL LUZON,2018-08-26
58,REGION III-CENTRAL LUZON,2018-09-02
81,REGION III-CENTRAL LUZON,2018-09-09
68,REGION III-CENTRAL LUZON,2018-09-16
52,REGION III-CENTRAL LUZON,2018-09-23
79,REGION III-CENTRAL LUZON,2018-09-30
68,REGION III-CENTRAL LUZON,2018-10-07
60,REGION III-CENTRAL LUZON,2018-10-14
57,REGION III-CENTRAL LUZON,2018-10-21
55,REGION III-CENTRAL LUZON,2018-10-28
57,REGION III-CENTRAL LUZON,2018-11-04
56,REGION III-CENTRAL LUZON,2018-11-11
52,REGION III-CENTRAL LUZON,2018-11-18
43,REGION III-CENTRAL LUZON,2018-11-25
42,REGION III-CENTRAL LUZON,2018-12-02
43,REGION III-CENTRAL LUZON,2018-12-09
34,REGION III-CENTRAL LUZON,2018-12-16
25,REGION III-CENTRAL LUZON,2018-12-23
6,REGION III-CENTRAL LUZON,2018-12-30
100,REGION III-CENTRAL LUZON,2018-01-07
100,REGION III-CENTRAL LUZON,2018-01-14
103,REGION III-CENTRAL LUZON,2018-01-21
95,REGION III-CENTRAL LUZON,2018-01-28
59,REGION III-CENTRAL LUZON,2018-02-04
105,REGION III-CENTRAL LUZON,2018-02-11
115,REGION III-CENTRAL LUZON,2018-02-18
126,REGION III-CENTRAL LUZON,2018-02-25
114,REGION III-CENTRAL LUZON,2018-03-04
112,REGION III-CENTRAL LUZON,2018-03-11
83,REGION III-CENTRAL LUZON,2018-03-18
66,REGION III-CENTRAL LUZON,2018-03-25
53,REGION III-CENTRAL LUZON,2018-04-01
51,REGION III-CENTRAL LUZON,2018-04-08
49,REGION III-CENTRAL LUZON,2018-04-15
49,REGION III-CENTRAL LUZON,2018-04-22
33,REGION III-CENTRAL LUZON,2018-04-29
28,REGION III-CENTRAL LUZON,2018-05-06
49,REGION III-CENTRAL LUZON,2018-05-13
51,REGION III-CENTRAL LUZON,2018-05-20
47,REGION III-CENTRAL LUZON,2018-05-27
49,REGION III-CENTRAL LUZON,2018-06-03
46,REGION III-CENTRAL LUZON,2018-06-10
53,REGION III-CENTRAL LUZON,2018-06-17
81,REGION III-CENTRAL LUZON,2018-06-24
118,REGION III-CENTRAL LUZON,2018-07-01
132,REGION III-CENTRAL LUZON,2018-07-08
248,REGION III-CENTRAL LUZON,2018-07-15
210,REGION III-CENTRAL LUZON,2018-07-22
296,REGION III-CENTRAL LUZON,2018-07-29
288,REGION III-CENTRAL LUZON,2018-08-05
395,REGION III-CENTRAL LUZON,2018-08-12
322,REGION III-CENTRAL LUZON,2018-08-19
307,REGION III-CENTRAL LUZON,2018-08-26
302,REGION III-CENTRAL LUZON,2018-09-02
338,REGION III-CENTRAL LUZON,2018-09-09
277,REGION III-CENTRAL LUZON,2018-09-16
296,REGION III-CENTRAL LUZON,2018-09-23
215,REGION III-CENTRAL LUZON,2018-09-30
206,REGION III-CENTRAL LUZON,2018-10-07
234,REGION III-CENTRAL LUZON,2018-10-14
211,REGION III-CENTRAL LUZON,2018-10-21
216,REGION III-CENTRAL LUZON,2018-10-28
165,REGION III-CENTRAL LUZON,2018-11-04
167,REGION III-CENTRAL LUZON,2018-11-11
131,REGION III-CENTRAL LUZON,2018-11-18
113,REGION III-CENTRAL LUZON,2018-11-25
128,REGION III-CENTRAL LUZON,2018-12-02
104,REGION III-CENTRAL LUZON,2018-12-09
84,REGION III-CENTRAL LUZON,2018-12-16
57,REGION III-CENTRAL LUZON,2018-12-23
46,REGION III-CENTRAL LUZON,2018-12-30
116,REGION III-CENTRAL LUZON,2018-01-07
127,REGION III-CENTRAL LUZON,2018-01-14
88,REGION III-CENTRAL LUZON,2018-01-21
92,REGION III-CENTRAL LUZON,2018-01-28
57,REGION III-CENTRAL LUZON,2018-02-04
69,REGION III-CENTRAL LUZON,2018-02-11
36,REGION III-CENTRAL LUZON,2018-02-18
54,REGION III-CENTRAL LUZON,2018-02-25
39,REGION III-CENTRAL LUZON,2018-03-04
37,REGION III-CENTRAL LUZON,2018-03-11
24,REGION III-CENTRAL LUZON,2018-03-18
27,REGION III-CENTRAL LUZON,2018-03-25
20,REGION III-CENTRAL LUZON,2018-04-01
12,REGION III-CENTRAL LUZON,2018-04-08
10,REGION III-CENTRAL LUZON,2018-04-15
14,REGION III-CENTRAL LUZON,2018-04-22
17,REGION III-CENTRAL LUZON,2018-04-29
19,REGION III-CENTRAL LUZON,2018-05-06
18,REGION III-CENTRAL LUZON,2018-05-13
20,REGION III-CENTRAL LUZON,2018-05-20
23,REGION III-CENTRAL LUZON,2018-05-27
18,REGION III-CENTRAL LUZON,2018-06-03
32,REGION III-CENTRAL LUZON,2018-06-10
29,REGION III-CENTRAL LUZON,2018-06-17
61,REGION III-CENTRAL LUZON,2018-06-24
70,REGION III-CENTRAL LUZON,2018-07-01
148,REGION III-CENTRAL LUZON,2018-07-08
212,REGION III-CENTRAL LUZON,2018-07-15
211,REGION III-CENTRAL LUZON,2018-07-22
264,REGION III-CENTRAL LUZON,2018-07-29
449,REGION III-CENTRAL LUZON,2018-08-05
406,REGION III-CENTRAL LUZON,2018-08-12
313,REGION III-CENTRAL LUZON,2018-08-19
261,REGION III-CENTRAL LUZON,2018-08-26
219,REGION III-CENTRAL LUZON,2018-09-02
179,REGION III-CENTRAL LUZON,2018-09-09
205,REGION III-CENTRAL LUZON,2018-09-16
198,REGION III-CENTRAL LUZON,2018-09-23
237,REGION III-CENTRAL LUZON,2018-09-30
228,REGION III-CENTRAL LUZON,2018-10-07
220,REGION III-CENTRAL LUZON,2018-10-14
186,REGION III-CENTRAL LUZON,2018-10-21
171,REGION III-CENTRAL LUZON,2018-10-28
302,REGION III-CENTRAL LUZON,2018-11-04
290,REGION III-CENTRAL LUZON,2018-11-11
206,REGION III-CENTRAL LUZON,2018-11-18
171,REGION III-CENTRAL LUZON,2018-11-25
181,REGION III-CENTRAL LUZON,2018-12-02
197,REGION III-CENTRAL LUZON,2018-12-09
135,REGION III-CENTRAL LUZON,2018-12-16
200,REGION III-CENTRAL LUZON,2018-12-23
133,REGION III-CENTRAL LUZON,2018-12-30
12,REGION III-CENTRAL LUZON,2018-01-07
6,REGION III-CENTRAL LUZON,2018-01-14
7,REGION III-CENTRAL LUZON,2018-01-21
10,REGION III-CENTRAL LUZON,2018-01-28
9,REGION III-CENTRAL LUZON,2018-02-04
4,REGION III-CENTRAL LUZON,2018-02-11
2,REGION III-CENTRAL LUZON,2018-02-18
0,REGION III-CENTRAL LUZON,2018-02-25
2,REGION III-CENTRAL LUZON,2018-03-04
2,REGION III-CENTRAL LUZON,2018-03-11
1,REGION III-CENTRAL LUZON,2018-03-18
5,REGION III-CENTRAL LUZON,2018-03-25
5,REGION III-CENTRAL LUZON,2018-04-01
1,REGION III-CENTRAL LUZON,2018-04-08
0,REGION III-CENTRAL LUZON,2018-04-15
0,REGION III-CENTRAL LUZON,2018-04-22
1,REGION III-CENTRAL LUZON,2018-04-29
1,REGION III-CENTRAL LUZON,2018-05-06
0,REGION III-CENTRAL LUZON,2018-05-13
3,REGION III-CENTRAL LUZON,2018-05-20
0,REGION III-CENTRAL LUZON,2018-05-27
2,REGION III-CENTRAL LUZON,2018-06-03
0,REGION III-CENTRAL LUZON,2018-06-10
1,REGION III-CENTRAL LUZON,2018-06-17
0,REGION III-CENTRAL LUZON,2018-06-24
0,REGION III-CENTRAL LUZON,2018-07-01
2,REGION III-CENTRAL LUZON,2018-07-08
0,REGION III-CENTRAL LUZON,2018-07-15
2,REGION III-CENTRAL LUZON,2018-07-22
5,REGION III-CENTRAL LUZON,2018-07-29
8,REGION III-CENTRAL LUZON,2018-08-05
6,REGION III-CENTRAL LUZON,2018-08-12
5,REGION III-CENTRAL LUZON,2018-08-19
4,REGION III-CENTRAL LUZON,2018-08-26
6,REGION III-CENTRAL LUZON,2018-09-02
7,REGION III-CENTRAL LUZON,2018-09-09
7,REGION III-CENTRAL LUZON,2018-09-16
6,REGION III-CENTRAL LUZON,2018-09-23
4,REGION III-CENTRAL LUZON,2018-09-30
2,REGION III-CENTRAL LUZON,2018-10-07
4,REGION III-CENTRAL LUZON,2018-10-14
5,REGION III-CENTRAL LUZON,2018-10-21
6,REGION III-CENTRAL LUZON,2018-10-28
6,REGION III-CENTRAL LUZON,2018-11-04
6,REGION III-CENTRAL LUZON,2018-11-11
1,REGION III-CENTRAL LUZON,2018-11-18
3,REGION III-CENTRAL LUZON,2018-11-25
2,REGION III-CENTRAL LUZON,2018-12-02
9,REGION III-CENTRAL LUZON,2018-12-09
2,REGION III-CENTRAL LUZON,2018-12-16
11,REGION III-CENTRAL LUZON,2018-12-23
0,REGION III-CENTRAL LUZON,2018-12-30
161,REGION III-CENTRAL LUZON,2018-01-07
139,REGION III-CENTRAL LUZON,2018-01-14
150,REGION III-CENTRAL LUZON,2018-01-21
151,REGION III-CENTRAL LUZON,2018-01-28
127,REGION III-CENTRAL LUZON,2018-02-04
115,REGION III-CENTRAL LUZON,2018-02-11
63,REGION III-CENTRAL LUZON,2018-02-18
73,REGION III-CENTRAL LUZON,2018-02-25
87,REGION III-CENTRAL LUZON,2018-03-04
45,REGION III-CENTRAL LUZON,2018-03-11
40,REGION III-CENTRAL LUZON,2018-03-18
29,REGION III-CENTRAL LUZON,2018-03-25
27,REGION III-CENTRAL LUZON,2018-04-01
24,REGION III-CENTRAL LUZON,2018-04-08
17,REGION III-CENTRAL LUZON,2018-04-15
16,REGION III-CENTRAL LUZON,2018-04-22
22,REGION III-CENTRAL LUZON,2018-04-29
19,REGION III-CENTRAL LUZON,2018-05-06
23,REGION III-CENTRAL LUZON,2018-05-13
20,REGION III-CENTRAL LUZON,2018-05-20
31,REGION III-CENTRAL LUZON,2018-05-27
26,REGION III-CENTRAL LUZON,2018-06-03
45,REGION III-CENTRAL LUZON,2018-06-10
32,REGION III-CENTRAL LUZON,2018-06-17
37,REGION III-CENTRAL LUZON,2018-06-24
60,REGION III-CENTRAL LUZON,2018-07-01
83,REGION III-CENTRAL LUZON,2018-07-08
113,REGION III-CENTRAL LUZON,2018-07-15
141,REGION III-CENTRAL LUZON,2018-07-22
192,REGION III-CENTRAL LUZON,2018-07-29
207,REGION III-CENTRAL LUZON,2018-08-05
258,REGION III-CENTRAL LUZON,2018-08-12
269,REGION III-CENTRAL LUZON,2018-08-19
229,REGION III-CENTRAL LUZON,2018-08-26
245,REGION III-CENTRAL LUZON,2018-09-02
237,REGION III-CENTRAL LUZON,2018-09-09
241,REGION III-CENTRAL LUZON,2018-09-16
201,REGION III-CENTRAL LUZON,2018-09-23
158,REGION III-CENTRAL LUZON,2018-09-30
173,REGION III-CENTRAL LUZON,2018-10-07
167,REGION III-CENTRAL LUZON,2018-10-14
132,REGION III-CENTRAL LUZON,2018-10-21
161,REGION III-CENTRAL LUZON,2018-10-28
137,REGION III-CENTRAL LUZON,2018-11-04
119,REGION III-CENTRAL LUZON,2018-11-11
119,REGION III-CENTRAL LUZON,2018-11-18
115,REGION III-CENTRAL LUZON,2018-11-25
75,REGION III-CENTRAL LUZON,2018-12-02
75,REGION III-CENTRAL LUZON,2018-12-09
71,REGION III-CENTRAL LUZON,2018-12-16
79,REGION III-CENTRAL LUZON,2018-12-23
48,REGION III-CENTRAL LUZON,2018-12-30
115,REGION III-CENTRAL LUZON,2018-01-07
134,REGION III-CENTRAL LUZON,2018-01-14
152,REGION III-CENTRAL LUZON,2018-01-21
181,REGION III-CENTRAL LUZON,2018-01-28
161,REGION III-CENTRAL LUZON,2018-02-04
149,REGION III-CENTRAL LUZON,2018-02-11
104,REGION III-CENTRAL LUZON,2018-02-18
121,REGION III-CENTRAL LUZON,2018-02-25
115,REGION III-CENTRAL LUZON,2018-03-04
99,REGION III-CENTRAL LUZON,2018-03-11
77,REGION III-CENTRAL LUZON,2018-03-18
56,REGION III-CENTRAL LUZON,2018-03-25
38,REGION III-CENTRAL LUZON,2018-04-01
53,REGION III-CENTRAL LUZON,2018-04-08
33,REGION III-CENTRAL LUZON,2018-04-15
28,REGION III-CENTRAL LUZON,2018-04-22
36,REGION III-CENTRAL LUZON,2018-04-29
40,REGION III-CENTRAL LUZON,2018-05-06
27,REGION III-CENTRAL LUZON,2018-05-13
55,REGION III-CENTRAL LUZON,2018-05-20
35,REGION III-CENTRAL LUZON,2018-05-27
67,REGION III-CENTRAL LUZON,2018-06-03
81,REGION III-CENTRAL LUZON,2018-06-10
95,REGION III-CENTRAL LUZON,2018-06-17
143,REGION III-CENTRAL LUZON,2018-06-24
165,REGION III-CENTRAL LUZON,2018-07-01
238,REGION III-CENTRAL LUZON,2018-07-08
293,REGION III-CENTRAL LUZON,2018-07-15
329,REGION III-CENTRAL LUZON,2018-07-22
347,REGION III-CENTRAL LUZON,2018-07-29
341,REGION III-CENTRAL LUZON,2018-08-05
343,REGION III-CENTRAL LUZON,2018-08-12
239,REGION III-CENTRAL LUZON,2018-08-19
209,REGION III-CENTRAL LUZON,2018-08-26
213,REGION III-CENTRAL LUZON,2018-09-02
132,REGION III-CENTRAL LUZON,2018-09-09
102,REGION III-CENTRAL LUZON,2018-09-16
127,REGION III-CENTRAL LUZON,2018-09-23
154,REGION III-CENTRAL LUZON,2018-09-30
143,REGION III-CENTRAL LUZON,2018-10-07
129,REGION III-CENTRAL LUZON,2018-10-14
116,REGION III-CENTRAL LUZON,2018-10-21
125,REGION III-CENTRAL LUZON,2018-10-28
125,REGION III-CENTRAL LUZON,2018-11-04
109,REGION III-CENTRAL LUZON,2018-11-11
87,REGION III-CENTRAL LUZON,2018-11-18
101,REGION III-CENTRAL LUZON,2018-11-25
82,REGION III-CENTRAL LUZON,2018-12-02
96,REGION III-CENTRAL LUZON,2018-12-09
91,REGION III-CENTRAL LUZON,2018-12-16
46,REGION III-CENTRAL LUZON,2018-12-23
8,REGION III-CENTRAL LUZON,2018-12-30
12,REGION III-CENTRAL LUZON,2018-01-07
19,REGION III-CENTRAL LUZON,2018-01-14
37,REGION III-CENTRAL LUZON,2018-01-21
41,REGION III-CENTRAL LUZON,2018-01-28
27,REGION III-CENTRAL LUZON,2018-02-04
21,REGION III-CENTRAL LUZON,2018-02-11
10,REGION III-CENTRAL LUZON,2018-02-18
14,REGION III-CENTRAL LUZON,2018-02-25
12,REGION III-CENTRAL LUZON,2018-03-04
18,REGION III-CENTRAL LUZON,2018-03-11
20,REGION III-CENTRAL LUZON,2018-03-18
8,REGION III-CENTRAL LUZON,2018-03-25
7,REGION III-CENTRAL LUZON,2018-04-01
7,REGION III-CENTRAL LUZON,2018-04-08
6,REGION III-CENTRAL LUZON,2018-04-15
7,REGION III-CENTRAL LUZON,2018-04-22
5,REGION III-CENTRAL LUZON,2018-04-29
8,REGION III-CENTRAL LUZON,2018-05-06
9,REGION III-CENTRAL LUZON,2018-05-13
4,REGION III-CENTRAL LUZON,2018-05-20
10,REGION III-CENTRAL LUZON,2018-05-27
8,REGION III-CENTRAL LUZON,2018-06-03
7,REGION III-CENTRAL LUZON,2018-06-10
5,REGION III-CENTRAL LUZON,2018-06-17
15,REGION III-CENTRAL LUZON,2018-06-24
24,REGION III-CENTRAL LUZON,2018-07-01
23,REGION III-CENTRAL LUZON,2018-07-08
22,REGION III-CENTRAL LUZON,2018-07-15
17,REGION III-CENTRAL LUZON,2018-07-22
20,REGION III-CENTRAL LUZON,2018-07-29
33,REGION III-CENTRAL LUZON,2018-08-05
42,REGION III-CENTRAL LUZON,2018-08-12
35,REGION III-CENTRAL LUZON,2018-08-19
22,REGION III-CENTRAL LUZON,2018-08-26
19,REGION III-CENTRAL LUZON,2018-09-02
10,REGION III-CENTRAL LUZON,2018-09-09
16,REGION III-CENTRAL LUZON,2018-09-16
18,REGION III-CENTRAL LUZON,2018-09-23
11,REGION III-CENTRAL LUZON,2018-09-30
9,REGION III-CENTRAL LUZON,2018-10-07
15,REGION III-CENTRAL LUZON,2018-10-14
14,REGION III-CENTRAL LUZON,2018-10-21
9,REGION III-CENTRAL LUZON,2018-10-28
10,REGION III-CENTRAL LUZON,2018-11-04
10,REGION III-CENTRAL LUZON,2018-11-11
4,REGION III-CENTRAL LUZON,2018-11-18
1,REGION III-CENTRAL LUZON,2018-11-25
10,REGION III-CENTRAL LUZON,2018-12-02
11,REGION III-CENTRAL LUZON,2018-12-09
6,REGION III-CENTRAL LUZON,2018-12-16
0,REGION III-CENTRAL LUZON,2018-12-23
0,REGION III-CENTRAL LUZON,2018-12-30
95,REGION IV-A-CALABARZON,2018-01-07
75,REGION IV-A-CALABARZON,2018-01-14
101,REGION IV-A-CALABARZON,2018-01-21
93,REGION IV-A-CALABARZON,2018-01-28
90,REGION IV-A-CALABARZON,2018-02-04
76,REGION IV-A-CALABARZON,2018-02-11
56,REGION IV-A-CALABARZON,2018-02-18
56,REGION IV-A-CALABARZON,2018-02-25
49,REGION IV-A-CALABARZON,2018-03-04
41,REGION IV-A-CALABARZON,2018-03-11
57,REGION IV-A-CALABARZON,2018-03-18
40,REGION IV-A-CALABARZON,2018-03-25
36,REGION IV-A-CALABARZON,2018-04-01
26,REGION IV-A-CALABARZON,2018-04-08
24,REGION IV-A-CALABARZON,2018-04-15
21,REGION IV-A-CALABARZON,2018-04-22
25,REGION IV-A-CALABARZON,2018-04-29
27,REGION IV-A-CALABARZON,2018-05-06
40,REGION IV-A-CALABARZON,2018-05-13
21,REGION IV-A-CALABARZON,2018-05-20
50,REGION IV-A-CALABARZON,2018-05-27
39,REGION IV-A-CALABARZON,2018-06-03
34,REGION IV-A-CALABARZON,2018-06-10
41,REGION IV-A-CALABARZON,2018-06-17
64,REGION IV-A-CALABARZON,2018-06-24
70,REGION IV-A-CALABARZON,2018-07-01
84,REGION IV-A-CALABARZON,2018-07-08
137,REGION IV-A-CALABARZON,2018-07-15
106,REGION IV-A-CALABARZON,2018-07-22
136,REGION IV-A-CALABARZON,2018-07-29
156,REGION IV-A-CALABARZON,2018-08-05
173,REGION IV-A-CALABARZON,2018-08-12
139,REGION IV-A-CALABARZON,2018-08-19
184,REGION IV-A-CALABARZON,2018-08-26
176,REGION IV-A-CALABARZON,2018-09-02
209,REGION IV-A-CALABARZON,2018-09-09
175,REGION IV-A-CALABARZON,2018-09-16
173,REGION IV-A-CALABARZON,2018-09-23
166,REGION IV-A-CALABARZON,2018-09-30
162,REGION IV-A-CALABARZON,2018-10-07
151,REGION IV-A-CALABARZON,2018-10-14
171,REGION IV-A-CALABARZON,2018-10-21
138,REGION IV-A-CALABARZON,2018-10-28
120,REGION IV-A-CALABARZON,2018-11-04
152,REGION IV-A-CALABARZON,2018-11-11
109,REGION IV-A-CALABARZON,2018-11-18
113,REGION IV-A-CALABARZON,2018-11-25
104,REGION IV-A-CALABARZON,2018-12-02
110,REGION IV-A-CALABARZON,2018-12-09
97,REGION IV-A-CALABARZON,2018-12-16
81,REGION IV-A-CALABARZON,2018-12-23
92,REGION IV-A-CALABARZON,2018-12-30
197,REGION IV-A-CALABARZON,2018-01-07
236,REGION IV-A-CALABARZON,2018-01-14
226,REGION IV-A-CALABARZON,2018-01-21
258,REGION IV-A-CALABARZON,2018-01-28
206,REGION IV-A-CALABARZON,2018-02-04
180,REGION IV-A-CALABARZON,2018-02-11
136,REGION IV-A-CALABARZON,2018-02-18
145,REGION IV-A-CALABARZON,2018-02-25
183,REGION IV-A-CALABARZON,2018-03-04
118,REGION IV-A-CALABARZON,2018-03-11
89,REGION IV-A-CALABARZON,2018-03-18
56,REGION IV-A-CALABARZON,2018-03-25
54,REGION IV-A-CALABARZON,2018-04-01
45,REGION IV-A-CALABARZON,2018-04-08
44,REGION IV-A-CALABARZON,2018-04-15
45,REGION IV-A-CALABARZON,2018-04-22
41,REGION IV-A-CALABARZON,2018-04-29
28,REGION IV-A-CALABARZON,2018-05-06
35,REGION IV-A-CALABARZON,2018-05-13
33,REGION IV-A-CALABARZON,2018-05-20
35,REGION IV-A-CALABARZON,2018-05-27
44,REGION IV-A-CALABARZON,2018-06-03
35,REGION IV-A-CALABARZON,2018-06-10
34,REGION IV-A-CALABARZON,2018-06-17
52,REGION IV-A-CALABARZON,2018-06-24
54,REGION IV-A-CALABARZON,2018-07-01
58,REGION IV-A-CALABARZON,2018-07-08
79,REGION IV-A-CALABARZON,2018-07-15
110,REGION IV-A-CALABARZON,2018-07-22
120,REGION IV-A-CALABARZON,2018-07-29
142,REGION IV-A-CALABARZON,2018-08-05
129,REGION IV-A-CALABARZON,2018-08-12
135,REGION IV-A-CALABARZON,2018-08-19
139,REGION IV-A-CALABARZON,2018-08-26
134,REGION IV-A-CALABARZON,2018-09-02
177,REGION IV-A-CALABARZON,2018-09-09
218,REGION IV-A-CALABARZON,2018-09-16
190,REGION IV-A-CALABARZON,2018-09-23
172,REGION IV-A-CALABARZON,2018-09-30
204,REGION IV-A-CALABARZON,2018-10-07
246,REGION IV-A-CALABARZON,2018-10-14
234,REGION IV-A-CALABARZON,2018-10-21
267,REGION IV-A-CALABARZON,2018-10-28
252,REGION IV-A-CALABARZON,2018-11-04
281,REGION IV-A-CALABARZON,2018-11-11
313,REGION IV-A-CALABARZON,2018-11-18
295,REGION IV-A-CALABARZON,2018-11-25
238,REGION IV-A-CALABARZON,2018-12-02
245,REGION IV-A-CALABARZON,2018-12-09
141,REGION IV-A-CALABARZON,2018-12-16
163,REGION IV-A-CALABARZON,2018-12-23
178,REGION IV-A-CALABARZON,2018-12-30
118,REGION IV-A-CALABARZON,2018-01-07
143,REGION IV-A-CALABARZON,2018-01-14
136,REGION IV-A-CALABARZON,2018-01-21
117,REGION IV-A-CALABARZON,2018-01-28
123,REGION IV-A-CALABARZON,2018-02-04
95,REGION IV-A-CALABARZON,2018-02-11
96,REGION IV-A-CALABARZON,2018-02-18
81,REGION IV-A-CALABARZON,2018-02-25
92,REGION IV-A-CALABARZON,2018-03-04
80,REGION IV-A-CALABARZON,2018-03-11
82,REGION IV-A-CALABARZON,2018-03-18
63,REGION IV-A-CALABARZON,2018-03-25
67,REGION IV-A-CALABARZON,2018-04-01
43,REGION IV-A-CALABARZON,2018-04-08
38,REGION IV-A-CALABARZON,2018-04-15
46,REGION IV-A-CALABARZON,2018-04-22
33,REGION IV-A-CALABARZON,2018-04-29
38,REGION IV-A-CALABARZON,2018-05-06
24,REGION IV-A-CALABARZON,2018-05-13
30,REGION IV-A-CALABARZON,2018-05-20
28,REGION IV-A-CALABARZON,2018-05-27
26,REGION IV-A-CALABARZON,2018-06-03
42,REGION IV-A-CALABARZON,2018-06-10
47,REGION IV-A-CALABARZON,2018-06-17
43,REGION IV-A-CALABARZON,2018-06-24
53,REGION IV-A-CALABARZON,2018-07-01
72,REGION IV-A-CALABARZON,2018-07-08
80,REGION IV-A-CALABARZON,2018-07-15
98,REGION IV-A-CALABARZON,2018-07-22
119,REGION IV-A-CALABARZON,2018-07-29
168,REGION IV-A-CALABARZON,2018-08-05
181,REGION IV-A-CALABARZON,2018-08-12
166,REGION IV-A-CALABARZON,2018-08-19
189,REGION IV-A-CALABARZON,2018-08-26
209,REGION IV-A-CALABARZON,2018-09-02
188,REGION IV-A-CALABARZON,2018-09-09
169,REGION IV-A-CALABARZON,2018-09-16
156,REGION IV-A-CALABARZON,2018-09-23
173,REGION IV-A-CALABARZON,2018-09-30
226,REGION IV-A-CALABARZON,2018-10-07
202,REGION IV-A-CALABARZON,2018-10-14
239,REGION IV-A-CALABARZON,2018-10-21
192,REGION IV-A-CALABARZON,2018-10-28
161,REGION IV-A-CALABARZON,2018-11-04
