cases,region,date
15,REGION V-BICOL REGION,2016-01-10
13,REGION V-BICOL REGION,2016-01-17
9,REGION V-BICOL REGION,2016-01-24
14,REGION V-BICOL REGION,2016-01-31
9,REGION V-BICOL REGION,2016-02-07
17,REGION V-BICOL REGION,2016-02-14
3,REGION V-BICOL REGION,2016-02-21
11,REGION V-BICOL REGION,2016-02-28
8,REGION V-BICOL REGION,2016-03-06
6,REGION V-BICOL REGION,2016-03-13
5,REGION V-BICOL REGION,2016-03-20
5,REGION V-BICOL REGION,2016-03-27
2,REGION V-BICOL REGION,2016-04-03
2,REGION V-BICOL REGION,2016-04-10
6,REGION V-BICOL REGION,2016-04-17
5,REGION V-BICOL REGION,2016-04-24
5,REGION V-BICOL REGION,2016-05-01
3,REGION V-BICOL REGION,2016-05-08
2,REGION V-BICOL REGION,2016-05-15
5,REGION V-BICOL REGION,2016-05-22
4,REGION V-BICOL REGION,2016-05-29
3,REGION V-BICOL REGION,2016-06-05
5,REGION V-BICOL REGION,2016-06-12
9,REGION V-BICOL REGION,2016-06-19
6,REGION V-BICOL REGION,2016-06-26
7,REGION V-BICOL REGION,2016-07-03
4,REGION V-BICOL REGION,2016-07-10
7,REGION V-BICOL REGION,2016-07-17
12,REGION V-BICOL REGION,2016-07-24
5,REGION V-BICOL REGION,2016-07-31
12,REGION V-BICOL REGION,2016-08-07
16,REGION V-BICOL REGION,2016-08-14
15,REGION V-BICOL REGION,2016-08-21
15,REGION V-BICOL REGION,2016-08-28
19,REGION V-BICOL REGION,2016-09-04
20,REGION V-BICOL REGION,2016-09-11
17,REGION V-BICOL REGION,2016-09-18
13,REGION V-BICOL REGION,2016-09-25
16,REGION V-BICOL REGION,2016-10-02
14,REGION V-BICOL REGION,2016-10-09
7,REGION V-BICOL REGION,2016-10-16
19,REGION V-BICOL REGION,2016-10-23
9,REGION V-BICOL REGION,2016-10-30
6,REGION V-BICOL REGION,2016-11-06
9,REGION V-BICOL REGION,2016-11-13
15,REGION V-BICOL REGION,2016-11-20
18,REGION V-BICOL REGION,2016-11-27
19,REGION V-BICOL REGION,2016-12-04
2,REGION V-BICOL REGION,2016-12-11
9,REGION V-BICOL REGION,2016-12-18
14,REGION V-BICOL REGION,2016-12-25
21,REGION III-CENTRAL LUZON,2016-01-10
14,REGION III-CENTRAL LUZON,2016-01-17
24,REGION III-CENTRAL LUZON,2016-01-24
22,REGION III-CENTRAL LUZON,2016-01-31
18,REGION III-CENTRAL LUZON,2016-02-07
24,REGION III-CENTRAL LUZON,2016-02-14
12,REGION III-CENTRAL LUZON,2016-02-21
21,REGION III-CENTRAL LUZON,2016-02-28
12,REGION III-CENTRAL LUZON,2016-03-06
6,REGION III-CENTRAL LUZON,2016-03-13
4,REGION III-CENTRAL LUZON,2016-03-20
10,REGION III-CENTRAL LUZON,2016-03-27
11,REGION III-CENTRAL LUZON,2016-04-03
9,REGION III-CENTRAL LUZON,2016-04-10
6,REGION III-CENTRAL LUZON,2016-04-17
1,REGION III-CENTRAL LUZON,2016-04-24
3,REGION III-CENTRAL LUZON,2016-05-01
1,REGION III-CENTRAL LUZON,2016-05-08
4,REGION III-CENTRAL LUZON,2016-05-15
7,REGION III-CENTRAL LUZON,2016-05-22
1,REGION III-CENTRAL LUZON,2016-05-29
0,REGION III-CENTRAL LUZON,2016-06-05
0,REGION III-CENTRAL LUZON,2016-06-12
0,REGION III-CENTRAL LUZON,2016-06-19
1,REGION III-CENTRAL LUZON,2016-06-26
2,REGION III-CENTRAL LUZON,2016-07-03
9,REGION III-CENTRAL LUZON,2016-07-10
5,REGION III-CENTRAL LUZON,2016-07-17
10,REGION III-CENTRAL LUZON,2016-07-24
6,REGION III-CENTRAL LUZON,2016-07-31
11,REGION III-CENTRAL LUZON,2016-08-07
19,REGION III-CENTRAL LUZON,2016-08-14
38,REGION III-CENTRAL LUZON,2016-08-21
23,REGION III-CENTRAL LUZON,2016-08-28
63,REGION III-CENTRAL LUZON,2016-09-04
53,REGION III-CENTRAL LUZON,2016-09-11
42,REGION III-CENTRAL LUZON,2016-09-18
59,REGION III-CENTRAL LUZON,2016-09-25
46,REGION III-CENTRAL LUZON,2016-10-02
41,REGION III-CENTRAL LUZON,2016-10-09
24,REGION III-CENTRAL LUZON,2016-10-16
41,REGION III-CENTRAL LUZON,2016-10-23
32,REGION III-CENTRAL LUZON,2016-10-30
49,REGION III-CENTRAL LUZON,2016-11-06
37,REGION III-CENTRAL LUZON,2016-11-13
43,REGION III-CENTRAL LUZON,2016-11-20
23,REGION III-CENTRAL LUZON,2016-11-27
16,REGION III-CENTRAL LUZON,2016-12-04
53,REGION III-CENTRAL LUZON,2016-12-11
52,REGION III-CENTRAL LUZON,2016-12-18
28,REGION III-CENTRAL LUZON,2016-12-25
37,REGION III-CENTRAL LUZON,2016-01-10
15,REGION III-CENTRAL LUZON,2016-01-17
14,REGION III-CENTRAL LUZON,2016-01-24
21,REGION III-CENTRAL LUZON,2016-01-31
18,REGION III-CENTRAL LUZON,2016-02-07
8,REGION III-CENTRAL LUZON,2016-02-14
10,REGION III-CENTRAL LUZON,2016-02-21
5,REGION III-CENTRAL LUZON,2016-02-28
6,REGION III-CENTRAL LUZON,2016-03-06
10,REGION III-CENTRAL LUZON,2016-03-13
5,REGION III-CENTRAL LUZON,2016-03-20
3,REGION III-CENTRAL LUZON,2016-03-27
2,REGION III-CENTRAL LUZON,2016-04-03
8,REGION III-CENTRAL LUZON,2016-04-10
5,REGION III-CENTRAL LUZON,2016-04-17
4,REGION III-CENTRAL LUZON,2016-04-24
4,REGION III-CENTRAL LUZON,2016-05-01
1,REGION III-CENTRAL LUZON,2016-05-08
0,REGION III-CENTRAL LUZON,2016-05-15
1,REGION III-CENTRAL LUZON,2016-05-22
3,REGION III-CENTRAL LUZON,2016-05-29
0,REGION III-CENTRAL LUZON,2016-06-05
2,REGION III-CENTRAL LUZON,2016-06-12
9,REGION III-CENTRAL LUZON,2016-06-19
2,REGION III-CENTRAL LUZON,2016-06-26
5,REGION III-CENTRAL LUZON,2016-07-03
21,REGION III-CENTRAL LUZON,2016-07-10
14,REGION III-CENTRAL LUZON,2016-07-17
22,REGION III-CENTRAL LUZON,2016-07-24
9,REGION III-CENTRAL LUZON,2016-07-31
11,REGION III-CENTRAL LUZON,2016-08-07
12,REGION III-CENTRAL LUZON,2016-08-14
24,REGION III-CENTRAL LUZON,2016-08-21
17,REGION III-CENTRAL LUZON,2016-08-28
14,REGION III-CENTRAL LUZON,2016-09-04
15,REGION III-CENTRAL LUZON,2016-09-11
15,REGION III-CENTRAL LUZON,2016-09-18
12,REGION III-CENTRAL LUZON,2016-09-25
7,REGION III-CENTRAL LUZON,2016-10-02
9,REGION III-CENTRAL LUZON,2016-10-09
18,REGION III-CENTRAL LUZON,2016-10-16
7,REGION III-CENTRAL LUZON,2016-10-23
12,REGION III-CENTRAL LUZON,2016-10-30
6,REGION III-CENTRAL LUZON,2016-11-06
6,REGION III-CENTRAL LUZON,2016-11-13
6,REGION III-CENTRAL LUZON,2016-11-20
3,REGION III-CENTRAL LUZON,2016-11-27
7,REGION III-CENTRAL LUZON,2016-12-04
5,REGION III-CENTRAL LUZON,2016-12-11
7,REGION III-CENTRAL LUZON,2016-12-18
1,REGION III-CENTRAL LUZON,2016-12-25
87,REGION III-CENTRAL LUZON,2016-01-10
81,REGION III-CENTRAL LUZON,2016-01-17
88,REGION III-CENTRAL LUZON,2016-01-24
92,REGION III-CENTRAL LUZON,2016-01-31
120,REGION III-CENTRAL LUZON,2016-02-07
83,REGION III-CENTRAL LUZON,2016-02-14
85,REGION III-CENTRAL LUZON,2016-02-21
50,REGION III-CENTRAL LUZON,2016-02-28
57,REGION III-CENTRAL LUZON,2016-03-06
47,REGION III-CENTRAL LUZON,2016-03-13
47,REGION III-CENTRAL LUZON,2016-03-20
37,REGION III-CENTRAL LUZON,2016-03-27
35,REGION III-CENTRAL LUZON,2016-04-03
23,REGION III-CENTRAL LUZON,2016-04-10
28,REGION III-CENTRAL LUZON,2016-04-17
13,REGION III-CENTRAL LUZON,2016-04-24
17,REGION III-CENTRAL LUZON,2016-05-01
17,REGION III-CENTRAL LUZON,2016-05-08
10,REGION III-CENTRAL LUZON,2016-05-15
9,REGION III-CENTRAL LUZON,2016-05-22
6,REGION III-CENTRAL LUZON,2016-05-29
5,REGION III-CENTRAL LUZON,2016-06-05
10,REGION III-CENTRAL LUZON,2016-06-12
9,REGION III-CENTRAL LUZON,2016-06-19
17,REGION III-CENTRAL LUZON,2016-06-26
19,REGION III-CENTRAL LUZON,2016-07-03
23,REGION III-CENTRAL LUZON,2016-07-10
20,REGION III-CENTRAL LUZON,2016-07-17
38,REGION III-CENTRAL LUZON,2016-07-24
58,REGION III-CENTRAL LUZON,2016-07-31
71,REGION III-CENTRAL LUZON,2016-08-07
75,REGION III-CENTRAL LUZON,2016-08-14
65,REGION III-CENTRAL LUZON,2016-08-21
65,REGION III-CENTRAL LUZON,2016-08-28
69,REGION III-CENTRAL LUZON,2016-09-04
82,REGION III-CENTRAL LUZON,2016-09-11
75,REGION III-CENTRAL LUZON,2016-09-18
110,REGION III-CENTRAL LUZON,2016-09-25
101,REGION III-CENTRAL LUZON,2016-10-02
123,REGION III-CENTRAL LUZON,2016-10-09
131,REGION III-CENTRAL LUZON,2016-10-16
97,REGION III-CENTRAL LUZON,2016-10-23
107,REGION III-CENTRAL LUZON,2016-10-30
146,REGION III-CENTRAL LUZON,2016-11-06
107,REGION III-CENTRAL LUZON,2016-11-13
119,REGION III-CENTRAL LUZON,2016-11-20
108,REGION III-CENTRAL LUZON,2016-11-27
98,REGION III-CENTRAL LUZON,2016-12-04
86,REGION III-CENTRAL LUZON,2016-12-11
88,REGION III-CENTRAL LUZON,2016-12-18
59,REGION III-CENTRAL LUZON,2016-12-25
0,Region II-CAGAYAN VALLEY,2016-01-10
0,Region II-CAGAYAN VALLEY,2016-01-17
0,Region II-CAGAYAN VALLEY,2016-01-24
0,Region II-CAGAYAN VALLEY,2016-01-31
0,Region II-CAGAYAN VALLEY,2016-02-07
0,Region II-CAGAYAN VALLEY,2016-02-14
0,Region II-CAGAYAN VALLEY,2016-02-21
0,Region II-CAGAYAN VALLEY,2016-02-28
1,Region II-CAGAYAN VALLEY,2016-03-06
0,Region II-CAGAYAN VALLEY,2016-03-13
1,Region II-CAGAYAN VALLEY,2016-03-20
1,Region II-CAGAYAN VALLEY,2016-03-27
0,Region II-CAGAYAN VALLEY,2016-04-03
1,Region II-CAGAYAN VALLEY,2016-04-10
1,Region II-CAGAYAN VALLEY,2016-04-17
1,Region II-CAGAYAN VALLEY,2016-04-24
0,Region II-CAGAYAN VALLEY,2016-05-01
0,Region II-CAGAYAN VALLEY,2016-05-08
0,Region II-CAGAYAN VALLEY,2016-05-15
2,Region II-CAGAYAN VALLEY,2016-05-22
0,Region II-CAGAYAN VALLEY,2016-05-29
0,Region II-CAGAYAN VALLEY,2016-06-05
0,Region II-CAGAYAN VALLEY,2016-06-12
0,Region II-CAGAYAN VALLEY,2016-06-19
0,Region II-CAGAYAN VALLEY,2016-06-26
0,Region II-CAGAYAN VALLEY,2016-07-03
0,Region II-CAGAYAN VALLEY,2016-07-10
1,Region II-CAGAYAN VALLEY,2016-07-17
0,Region II-CAGAYAN VALLEY,2016-07-24
0,Region II-CAGAYAN VALLEY,2016-07-31
0,Region II-CAGAYAN VALLEY,2016-08-07
0,Region II-CAGAYAN VALLEY,2016-08-14
0,Region II-CAGAYAN VALLEY,2016-08-21
0,Region II-CAGAYAN VALLEY,2016-08-28
0,Region II-CAGAYAN VALLEY,2016-09-04
0,Region II-CAGAYAN VALLEY,2016-09-11
0,Region II-CAGAYAN VALLEY,2016-09-18
0,Region II-CAGAYAN VALLEY,2016-09-25
0,Region II-CAGAYAN VALLEY,2016-10-02
0,Region II-CAGAYAN VALLEY,2016-10-09
0,Region II-CAGAYAN VALLEY,2016-10-16
0,Region II-CAGAYAN VALLEY,2016-10-23
0,Region II-CAGAYAN VALLEY,2016-10-30
0,Region II-CAGAYAN VALLEY,2016-11-06
0,Region II-CAGAYAN VALLEY,2016-11-13
0,Region II-CAGAYAN VALLEY,2016-11-20
0,Region II-CAGAYAN VALLEY,2016-11-27
0,Region II-CAGAYAN VALLEY,2016-12-04
0,Region II-CAGAYAN VALLEY,2016-12-11
0,Region II-CAGAYAN VALLEY,2016-12-18
0,Region II-CAGAYAN VALLEY,2016-12-25
116,REGION IV-A-CALABARZON,2016-01-10
97,REGION IV-A-CALABARZON,2016-01-17
94,REGION IV-A-CALABARZON,2016-01-24
90,REGION IV-A-CALABARZON,2016-01-31
73,REGION IV-A-CALABARZON,2016-02-07
62,REGION IV-A-CALABARZON,2016-02-14
65,REGION IV-A-CALABARZON,2016-02-21
58,REGION IV-A-CALABARZON,2016-02-28
53,REGION IV-A-CALABARZON,2016-03-06
41,REGION IV-A-CALABARZON,2016-03-13
35,REGION IV-A-CALABARZON,2016-03-20
29,REGION IV-A-CALABARZON,2016-03-27
23,REGION IV-A-CALABARZON,2016-04-03
23,REGION IV-A-CALABARZON,2016-04-10
32,REGION IV-A-CALABARZON,2016-04-17
24,REGION IV-A-CALABARZON,2016-04-24
25,REGION IV-A-CALABARZON,2016-05-01
19,REGION IV-A-CALABARZON,2016-05-08
26,REGION IV-A-CALABARZON,2016-05-15
21,REGION IV-A-CALABARZON,2016-05-22
26,REGION IV-A-CALABARZON,2016-05-29
27,REGION IV-A-CALABARZON,2016-06-05
27,REGION IV-A-CALABARZON,2016-06-12
40,REGION IV-A-CALABARZON,2016-06-19
85,REGION IV-A-CALABARZON,2016-06-26
77,REGION IV-A-CALABARZON,2016-07-03
83,REGION IV-A-CALABARZON,2016-07-10
86,REGION IV-A-CALABARZON,2016-07-17
135,REGION IV-A-CALABARZON,2016-07-24
189,REGION IV-A-CALABARZON,2016-07-31
185,REGION IV-A-CALABARZON,2016-08-07
188,REGION IV-A-CALABARZON,2016-08-14
236,REGION IV-A-CALABARZON,2016-08-21
197,REGION IV-A-CALABARZON,2016-08-28
230,REGION IV-A-CALABARZON,2016-09-04
240,REGION IV-A-CALABARZON,2016-09-11
203,REGION IV-A-CALABARZON,2016-09-18
215,REGION IV-A-CALABARZON,2016-09-25
166,REGION IV-A-CALABARZON,2016-10-02
184,REGION IV-A-CALABARZON,2016-10-09
183,REGION IV-A-CALABARZON,2016-10-16
132,REGION IV-A-CALABARZON,2016-10-23
135,REGION IV-A-CALABARZON,2016-10-30
107,REGION IV-A-CALABARZON,2016-11-06
156,REGION IV-A-CALABARZON,2016-11-13
106,REGION IV-A-CALABARZON,2016-11-20
76,REGION IV-A-CALABARZON,2016-11-27
83,REGION IV-A-CALABARZON,2016-12-04
89,REGION IV-A-CALABARZON,2016-12-11
72,REGION IV-A-CALABARZON,2016-12-18
46,REGION IV-A-CALABARZON,2016-12-25
97,REGION III-CENTRAL LUZON,2016-01-10
58,REGION III-CENTRAL LUZON,2016-01-17
76,REGION III-CENTRAL LUZON,2016-01-24
101,REGION III-CENTRAL LUZON,2016-01-31
85,REGION III-CENTRAL LUZON,2016-02-07
105,REGION III-CENTRAL LUZON,2016-02-14
81,REGION III-CENTRAL LUZON,2016-02-21
50,REGION III-CENTRAL LUZON,2016-02-28
49,REGION III-CENTRAL LUZON,2016-03-06
29,REGION III-CENTRAL LUZON,2016-03-13
33,REGION III-CENTRAL LUZON,2016-03-20
35,REGION III-CENTRAL LUZON,2016-03-27
28,REGION III-CENTRAL LUZON,2016-04-03
40,REGION III-CENTRAL LUZON,2016-04-10
19,REGION III-CENTRAL LUZON,2016-04-17
21,REGION III-CENTRAL LUZON,2016-04-24
16,REGION III-CENTRAL LUZON,2016-05-01
11,REGION III-CENTRAL LUZON,2016-05-08
7,REGION III-CENTRAL LUZON,2016-05-15
4,REGION III-CENTRAL LUZON,2016-05-22
13,REGION III-CENTRAL LUZON,2016-05-29
15,REGION III-CENTRAL LUZON,2016-06-05
5,REGION III-CENTRAL LUZON,2016-06-12
13,REGION III-CENTRAL LUZON,2016-06-19
18,REGION III-CENTRAL LUZON,2016-06-26
45,REGION III-CENTRAL LUZON,2016-07-03
55,REGION III-CENTRAL LUZON,2016-07-10
77,REGION III-CENTRAL LUZON,2016-07-17
87,REGION III-CENTRAL LUZON,2016-07-24
156,REGION III-CENTRAL LUZON,2016-07-31
166,REGION III-CENTRAL LUZON,2016-08-07
179,REGION III-CENTRAL LUZON,2016-08-14
191,REGION III-CENTRAL LUZON,2016-08-21
177,REGION III-CENTRAL LUZON,2016-08-28
194,REGION III-CENTRAL LUZON,2016-09-04
185,REGION III-CENTRAL LUZON,2016-09-11
198,REGION III-CENTRAL LUZON,2016-09-18
171,REGION III-CENTRAL LUZON,2016-09-25
146,REGION III-CENTRAL LUZON,2016-10-02
82,REGION III-CENTRAL LUZON,2016-10-09
115,REGION III-CENTRAL LUZON,2016-10-16
103,REGION III-CENTRAL LUZON,2016-10-23
113,REGION III-CENTRAL LUZON,2016-10-30
110,REGION III-CENTRAL LUZON,2016-11-06
67,REGION III-CENTRAL LUZON,2016-11-13
32,REGION III-CENTRAL LUZON,2016-11-20
49,REGION III-CENTRAL LUZON,2016-11-27
105,REGION III-CENTRAL LUZON,2016-12-04
84,REGION III-CENTRAL LUZON,2016-12-11
69,REGION III-CENTRAL LUZON,2016-12-18
89,REGION III-CENTRAL LUZON,2016-12-25
45,Region II-CAGAYAN VALLEY,2016-01-10
19,Region II-CAGAYAN VALLEY,2016-01-17
37,Region II-CAGAYAN VALLEY,2016-01-24
23,Region II-CAGAYAN VALLEY,2016-01-31
15,Region II-CAGAYAN VALLEY,2016-02-07
19,Region II-CAGAYAN VALLEY,2016-02-14
14,Region II-CAGAYAN VALLEY,2016-02-21
12,Region II-CAGAYAN VALLEY,2016-02-28
5,Region II-CAGAYAN VALLEY,2016-03-06
4,Region II-CAGAYAN VALLEY,2016-03-13
2,Region II-CAGAYAN VALLEY,2016-03-20
3,Region II-CAGAYAN VALLEY,2016-03-27
3,Region II-CAGAYAN VALLEY,2016-04-03
3,Region II-CAGAYAN VALLEY,2016-04-10
4,Region II-CAGAYAN VALLEY,2016-04-17
10,Region II-CAGAYAN VALLEY,2016-04-24
5,Region II-CAGAYAN VALLEY,2016-05-01
3,Region II-CAGAYAN VALLEY,2016-05-08
2,Region II-CAGAYAN VALLEY,2016-05-15
8,Region II-CAGAYAN VALLEY,2016-05-22
5,Region II-CAGAYAN VALLEY,2016-05-29
9,Region II-CAGAYAN VALLEY,2016-06-05
12,Region II-CAGAYAN VALLEY,2016-06-12
7,Region II-CAGAYAN VALLEY,2016-06-19
6,Region II-CAGAYAN VALLEY,2016-06-26
10,Region II-CAGAYAN VALLEY,2016-07-03
8,Region II-CAGAYAN VALLEY,2016-07-10
7,Region II-CAGAYAN VALLEY,2016-07-17
13,Region II-CAGAYAN VALLEY,2016-07-24
10,Region II-CAGAYAN VALLEY,2016-07-31
24,Region II-CAGAYAN VALLEY,2016-08-07
31,Region II-CAGAYAN VALLEY,2016-08-14
20,Region II-CAGAYAN VALLEY,2016-08-21
15,Region II-CAGAYAN VALLEY,2016-08-28
7,Region II-CAGAYAN VALLEY,2016-09-04
27,Region II-CAGAYAN VALLEY,2016-09-11
23,Region II-CAGAYAN VALLEY,2016-09-18
22,Region II-CAGAYAN VALLEY,2016-09-25
18,Region II-CAGAYAN VALLEY,2016-10-02
15,Region II-CAGAYAN VALLEY,2016-10-09
10,Region II-CAGAYAN VALLEY,2016-10-16
1,Region II-CAGAYAN VALLEY,2016-10-23
1,Region II-CAGAYAN VALLEY,2016-10-30
10,Region II-CAGAYAN VALLEY,2016-11-06
1,Region II-CAGAYAN VALLEY,2016-11-13
1,Region II-CAGAYAN VALLEY,2016-11-20
1,Region II-CAGAYAN VALLEY,2016-11-27
1,Region II-CAGAYAN VALLEY,2016-12-04
1,Region II-CAGAYAN VALLEY,2016-12-11
2,Region II-CAGAYAN VALLEY,2016-12-18
3,Region II-CAGAYAN VALLEY,2016-12-25
8,REGION V-BICOL REGION,2016-01-10
1,REGION V-BICOL REGION,2016-01-17
3,REGION V-BICOL REGION,2016-01-24
2,REGION V-BICOL REGION,2016-01-31
3,REGION V-BICOL REGION,2016-02-07
0,REGION V-BICOL REGION,2016-02-14
3,REGION V-BICOL REGION,2016-02-21
3,REGION V-BICOL REGION,2016-02-28
1,REGION V-BICOL REGION,2016-03-06
5,REGION V-BICOL REGION,2016-03-13
6,REGION V-BICOL REGION,2016-03-20
2,REGION V-BICOL REGION,2016-03-27
0,REGION V-BICOL REGION,2016-04-03
0,REGION V-BICOL REGION,2016-04-10
6,REGION V-BICOL REGION,2016-04-17
0,REGION V-BICOL REGION,2016-04-24
3,REGION V-BICOL REGION,2016-05-01
1,REGION V-BICOL REGION,2016-05-08
5,REGION V-BICOL REGION,2016-05-15
1,REGION V-BICOL REGION,2016-05-22
2,REGION V-BICOL REGION,2016-05-29
7,REGION V-BICOL REGION,2016-06-05
0,REGION V-BICOL REGION,2016-06-12
3,REGION V-BICOL REGION,2016-06-19
2,REGION V-BICOL REGION,2016-06-26
0,REGION V-BICOL REGION,2016-07-03
1,REGION V-BICOL REGION,2016-07-10
2,REGION V-BICOL REGION,2016-07-17
1,REGION V-BICOL REGION,2016-07-24
6,REGION V-BICOL REGION,2016-07-31
3,REGION V-BICOL REGION,2016-08-07
3,REGION V-BICOL REGION,2016-08-14
1,REGION V-BICOL REGION,2016-08-21
6,REGION V-BICOL REGION,2016-08-28
4,REGION V-BICOL REGION,2016-09-04
0,REGION V-BICOL REGION,2016-09-11
4,REGION V-BICOL REGION,2016-09-18
7,REGION V-BICOL REGION,2016-09-25
4,REGION V-BICOL REGION,2016-10-02
1,REGION V-BICOL REGION,2016-10-09
2,REGION V-BICOL REGION,2016-10-16
2,REGION V-BICOL REGION,2016-10-23
2,REGION V-BICOL REGION,2016-10-30
3,REGION V-BICOL REGION,2016-11-06
5,REGION V-BICOL REGION,2016-11-13
9,REGION V-BICOL REGION,2016-11-20
9,REGION V-BICOL REGION,2016-11-27
8,REGION V-BICOL REGION,2016-12-04
4,REGION V-BICOL REGION,2016-12-11
2,REGION V-BICOL REGION,2016-12-18
3,REGION V-BICOL REGION,2016-12-25
30,REGION V-BICOL REGION,2016-01-10
17,REGION V-BICOL REGION,2016-01-17
14,REGION V-BICOL REGION,2016-01-24
20,REGION V-BICOL REGION,2016-01-31
13,REGION V-BICOL REGION,2016-02-07
11,REGION V-BICOL REGION,2016-02-14
5,REGION V-BICOL REGION,2016-02-21
12,REGION V-BICOL REGION,2016-02-28
9,REGION V-BICOL REGION,2016-03-06
5,REGION V-BICOL REGION,2016-03-13
5,REGION V-BICOL REGION,2016-03-20
9,REGION V-BICOL REGION,2016-03-27
8,REGION V-BICOL REGION,2016-04-03
8,REGION V-BICOL REGION,2016-04-10
9,REGION V-BICOL REGION,2016-04-17
12,REGION V-BICOL REGION,2016-04-24
5,REGION V-BICOL REGION,2016-05-01
1,REGION V-BICOL REGION,2016-05-08
6,REGION V-BICOL REGION,2016-05-15
8,REGION V-BICOL REGION,2016-05-22
12,REGION V-BICOL REGION,2016-05-29
9,REGION V-BICOL REGION,2016-06-05
7,REGION V-BICOL REGION,2016-06-12
11,REGION V-BICOL REGION,2016-06-19
6,REGION V-BICOL REGION,2016-06-26
15,REGION V-BICOL REGION,2016-07-03
14,REGION V-BICOL REGION,2016-07-10
27,REGION V-BICOL REGION,2016-07-17
21,REGION V-BICOL REGION,2016-07-24
24,REGION V-BICOL REGION,2016-07-31
35,REGION V-BICOL REGION,2016-08-07
19,REGION V-BICOL REGION,2016-08-14
12,REGION V-BICOL REGION,2016-08-21
28,REGION V-BICOL REGION,2016-08-28
31,REGION V-BICOL REGION,2016-09-04
23,REGION V-BICOL REGION,2016-09-11
18,REGION V-BICOL REGION,2016-09-18
19,REGION V-BICOL REGION,2016-09-25
19,REGION V-BICOL REGION,2016-10-02
18,REGION V-BICOL REGION,2016-10-09
13,REGION V-BICOL REGION,2016-10-16
15,REGION V-BICOL REGION,2016-10-23
14,REGION V-BICOL REGION,2016-10-30
14,REGION V-BICOL REGION,2016-11-06
11,REGION V-BICOL REGION,2016-11-13
7,REGION V-BICOL REGION,2016-11-20
10,REGION V-BICOL REGION,2016-11-27
12,REGION V-BICOL REGION,2016-12-04
8,REGION V-BICOL REGION,2016-12-11
9,REGION V-BICOL REGION,2016-12-18
15,REGION V-BICOL REGION,2016-12-25
5,REGION V-BICOL REGION,2016-01-10
4,REGION V-BICOL REGION,2016-01-17
1,REGION V-BICOL REGION,2016-01-24
0,REGION V-BICOL REGION,2016-01-31
2,REGION V-BICOL REGION,2016-02-07
5,REGION V-BICOL REGION,2016-02-14
0,REGION V-BICOL REGION,2016-02-21
0,REGION V-BICOL REGION,2016-02-28
1,REGION V-BICOL REGION,2016-03-06
1,REGION V-BICOL REGION,2016-03-13
0,REGION V-BICOL REGION,2016-03-20
0,REGION V-BICOL REGION,2016-03-27
0,REGION V-BICOL REGION,2016-04-03
0,REGION V-BICOL REGION,2016-04-10
0,REGION V-BICOL REGION,2016-04-17
1,REGION V-BICOL REGION,2016-04-24
1,REGION V-BICOL REGION,2016-05-01
1,REGION V-BICOL REGION,2016-05-08
2,REGION V-BICOL REGION,2016-05-15
2,REGION V-BICOL REGION,2016-05-22
0,REGION V-BICOL REGION,2016-05-29
1,REGION V-BICOL REGION,2016-06-05
2,REGION V-BICOL REGION,2016-06-12
3,REGION V-BICOL REGION,2016-06-19
3,REGION V-BICOL REGION,2016-06-26
0,REGION V-BICOL REGION,2016-07-03
3,REGION V-BICOL REGION,2016-07-10
1,REGION V-BICOL REGION,2016-07-17
3,REGION V-BICOL REGION,2016-07-24
0,REGION V-BICOL REGION,2016-07-31
6,REGION V-BICOL REGION,2016-08-07
9,REGION V-BICOL REGION,2016-08-14
4,REGION V-BICOL REGION,2016-08-21
5,REGION V-BICOL REGION,2016-08-28
9,REGION V-BICOL REGION,2016-09-04
7,REGION V-BICOL REGION,2016-09-11
10,REGION V-BICOL REGION,2016-09-18
8,REGION V-BICOL REGION,2016-09-25
6,REGION V-BICOL REGION,2016-10-02
11,REGION V-BICOL REGION,2016-10-09
3,REGION V-BICOL REGION,2016-10-16
0,REGION V-BICOL REGION,2016-10-23
0,REGION V-BICOL REGION,2016-10-30
3,REGION V-BICOL REGION,2016-11-06
0,REGION V-BICOL REGION,2016-11-13
3,REGION V-BICOL REGION,2016-11-20
0,REGION V-BICOL REGION,2016-11-27
5,REGION V-BICOL REGION,2016-12-04
7,REGION V-BICOL REGION,2016-12-11
3,REGION V-BICOL REGION,2016-12-18
2,REGION V-BICOL REGION,2016-12-25
214,REGION IV-A-CALABARZON,2016-01-10
161,REGION IV-A-CALABARZON,2016-01-17
147,REGION IV-A-CALABARZON,2016-01-24
160,REGION IV-A-CALABARZON,2016-01-31
150,REGION IV-A-CALABARZON,2016-02-07
117,REGION IV-A-CALABARZON,2016-02-14
103,REGION IV-A-CALABARZON,2016-02-21
84,REGION IV-A-CALABARZON,2016-02-28
89,REGION IV-A-CALABARZON,2016-03-06
92,REGION IV-A-CALABARZON,2016-03-13
80,REGION IV-A-CALABARZON,2016-03-20
36,REGION IV-A-CALABARZON,2016-03-27
52,REGION IV-A-CALABARZON,2016-04-03
52,REGION IV-A-CALABARZON,2016-04-10
33,REGION IV-A-CALABARZON,2016-04-17
39,REGION IV-A-CALABARZON,2016-04-24
47,REGION IV-A-CALABARZON,2016-05-01
41,REGION IV-A-CALABARZON,2016-05-08
31,REGION IV-A-CALABARZON,2016-05-15
26,REGION IV-A-CALABARZON,2016-05-22
22,REGION IV-A-CALABARZON,2016-05-29
27,REGION IV-A-CALABARZON,2016-06-05
